C:\Program Files\nodejs\node.exe --max-old-space-size=4096 .\main.js
Shape Processing Unit 0.2.0
Thu Jul 08 2021 10:31:58 GMT-0700 (Pacific Daylight Time)

Searching for shapes...
 251000000 IC1I2XC2IX1LS [000c,009c]
 252000000 IC1I2R22I2X2CU [000f,000f,0004,0008]
 253000000 IC1I2R1C2UC1RC [000c,000c,0003,0001,0001]
 254000000 IC1I2RXIC12X2 [0003,000c,000c]
 255000000 IC1I2RCUXRI3SC [000f,0008,00cc,0003]
 256000000 IC1I2RI1LSC23C [000c,0033,000f,000c]
 257000000 IC1I2U2R22IXRI [0009,000f,0009,000f]
 258000000 IC1I2USRCR2XIX [008c,0026]
 259000000 IC1I2UIS1CX1RI [000c,000c,00f9,000f]
 260000000 IC1I2L2RC31XCC [0009,0008,000c,0003]
 261000000 IC1I2L1ISXCX [000c,0008]
 262000000 IC1I2LC23LCR4S [0001,000f,0004,000c]
 263000000 IC1I2LCI3S1I1X [000c,0008,00ff,000f]
 264000000 IC1I2LIXC2C3SU [000c,0001,000c,000e]
 265000000 IC1I2I3X2S1I2R [0003,000f,00ff]
 266000000 IC1I2I2X2LSCUC [0003,004c,008c]
 267000000 IC1I2I1U32C1I1 [000f,000c,000c,0003,000f,000c]
 268000000 IC1I2ISC1L1LCI [000c,000f,0006,0088,0011,000f]
 269000000 IC1I2IC4LISXLS [000f,0003,009c]
 270000000 IC1I2ICXX21XS [00cf]
 271000000 IC1I2ICLC3SR31 [000c,000c,0008,000f,0062]
 272000000 IC1I2IIC3RCU2C [000c,000f,000f,000c,0004,0008,0003]
 273000000 IC1I12RCI14SX2 [0004,000f,000c]
 274000000 IC1I12LCRICX12 [000f,000c,000c,0002,0008]
 275000000 IC1I12IC3USS2C [0003,003f,000c,0003]
 276000000 IC1I1SRCLCRXSS [888f]
 277000000 IC1I1SCRC3SISR [00cc,0004,0f64]
 278000000 IC1I1SII21CL33 [0003,000c,0009,000f,00cf]
 279000000 IC1I1XCI1RS1RC [0003,006f,0008,0001]
 280000000 IC1I1R2LXICLSU [000f,0009,0063]
 281000000 IC1I1RSRCU2UIU [000c,00cc,000c,000f]
 282000000 IC1I1RC2II55US [0001,000f,000f,000f,0023]
 283000000 IC1I1RCIC2RSXS [0003,000f,00c8]
 284000000 IC1I1RIC1U2C4I [0003,0003,0003,0008,0001,000f,000f]
 285000000 IC1I1U1SCLIIS1 [0003,000c,00ff,0099]
 286000000 IC1I1UXCLI1XS1 [00fc,0003]
 287000000 IC1I1UICL3C5R4 [0003,0009,000c,0003,0006,000c]
 288000000 IC1I1L12SICX2L [003f,000c,0003]
 289000000 IC1I1LSI1L1ISR [0003,003f,00ff]
 290000000 IC1I1LCXI3U32R [0004,000c,000f,000f]
 291000000 IC1I1LI3ISU2CR [000f,000f,00fc,0004,0004]
 292000000 IC1I1LII3C4SRC [0003,000f,000f,000c,00c4,0002]
 293000000 IC1I1I3LC31L12 [000f,000f,0008,000c,0008]
 294000000 IC1I1I2I3R4SS1 [000f,039f,000f]
 295000000 IC1I1IS2RCI4CL [00fc,0004,0002,000f,000c,0009]
 296000000 IC1I1IXRC3U2U [000f,0001,000c,0002]
 297000000 IC1I1IC2RS2SUS [0003,f6cc]
 298000000 IC1I1ICU4XXI3R [000c,000c,000f,000f]
 299000000 IC1I1II33LC4CX [0003,000f,000f,0004,0002,000c]
 300000000 IC1IS1RC2C2XU1 [0004,000c,00cc]
 301000000 IC1IS1ISCR12SX [0066]
 302000000 IC1ISR1SIC2UIC [000c,0003,0cf6,000c,0003]
 303000000 IC1ISRCLCLI1IX [0003,00c8,0088,000f,0008]
 304000000 IC1ISU1LCXII23 [000f,000f,0008,00f3]
 305000000 IC1ISUCI1RX1LX [0003,000f]
 306000000 IC1ISL1ICI2LC3 [00f6,0003,000f,0004,0002,0003]
 307000000 IC1ISLI22USLCX [000f,0cc8]
 308000000 IC1ISC2L1RICU2 [00cc,0009,000c,000c,0006]
 309000000 IC1ISCSUSUI1XL [000f]
 310000000 IC1ISCRCI42S1X [00cc,0004,0023]
 311000000 IC1ISCL1I1IXX1 [0003,000f,0009]
 312000000 IC1ISCI12USLI1 [0003,000f,000f,0999]
 313000000 IC1ISI22I2R [000f,00fc,000f,0006]
 314000000 IC1ISI1CSRSXL [0009]
 315000000 IC1ISIC21R1XXL [0003,0006]
 316000000 IC1ISICLS1SRXC [0003]
 317000000 IC1IX1RCI1XX11 [000c,0004]
 318000000 IC1IXSCL1I2C21 [000c,0008,000f,0001]
 319000000 IC1IXRC2I1U3SS [0001,08cf]
 320000000 IC1IXRICIXXXXR [0006]
 321000000 IC1IXLXRI1IXCS [000f,0006]
 322000000 IC1IXLIC13I2RX [0006,0003,0003,000f]
 323000000 IC1IXI1I33CX2S [000c,0003,00fc]
 324000000 IC1IXICR33XXU [000c,0009]
 325000000 IC1IXIICLC33RC [0003,000c,0008,0001,000f,0008,0001]
 326000000 IC1IC33I1UX3LC [0003,0003,000f,0004,0002]
 327000000 IC1IC32LISICL2 [000c,0003,0003,000c,0009,00f6]
 328000000 IC1IC3SLII2C2L [000c,000c,000f,0088,0011,000f]
 329000000 IC1IC3R3SCUXLS [000c,0623]
 330000000 IC1IC3RC4S2RI1 [000c,0004,000e,000f,0006]
 331000000 IC1IC3U3L13X11 [0003,0006,000c]
 332000000 IC1IC3UIIC24SX [000c,000c,000c,000c,0003]
 333000000 IC1IC3LX1RICC [000c,0003,0009,000c,0003]
 334000000 IC1IC3I43X2RS1 [000c,006c,000f]
 335000000 IC1IC3I2I13XXR [000c,000c,000f,000f]
 336000000 IC1IC3IC4I3SL3 [000c,0003,0003,000c,006f,0003]
 337000000 IC1IC23R3SL2U [000c,0063,000c]
 338000000 IC1IC23II23XUS [000c,0003,000f,00cf]
 339000000 IC1IC22I3RIXSL [0003,000c,000c,003f]
 340000000 IC1IC2XIISSL1 [0003,0ff9,000c]
 341000000 IC1IC2RX2II3XS [000c,0003,00ff]
 342000000 IC1IC2U3SRSL1R [0339,0009]
 343000000 IC1IC2L33U2IC2 [0003,0003,0003,000c,0003,0006]
 344000000 IC1IC2LXXLCX1U [0004,000c]
 345000000 IC1IC2I43L4U34 [0003,0009,0003,000f,000c]
 346000000 IC1IC2I2I4U45U [000f,0003,000f,0003,000c,000c]
 347000000 IC1IC2IC4L3X4C [0003,000c,0003,0006,0003]
 348000000 IC1IC13R31IS1L [0003,000c,00f6,0006]
 349000000 IC1IC13II3R35X [0003,000f,000f,0009,0003]
 350000000 IC1IC12I3RS11 [0003,000c,000c,006f]
 351000000 IC1IC1XII2R4R [000c,000f,000f,0006,0006]
 352000000 IC1IC1RX2I2XXI [000c,0003,000f]
 353000000 IC1IC1U3SSLIX1 [0999,000c]
 354000000 IC1IC1L33RC4UC [0006,0003,0008,0001,000c]
 355000000 IC1IC1LXXXRICU [0006,000c,000c]
 356000000 IC1IC1I43U1XLI [000c,000c,000f,0006,000f]
 357000000 IC1IC1I2I42SSR [0003,000c,000f,00ff]
 358000000 IC1IC1IC4UIXR3 [0003,0003,000c,0003,0006,000c]
 359000000 IC1ICX2XXLI1CU [000f,0004,0008]
 360000000 IC1ICXR21UC2SS [000c,0036]
 361000000 IC1ICXUXI22L2X [0003,0006]
 362000000 IC1ICXI33R3RX1 [000f,0009,0003]
 363000000 IC1ICXICL3SL3L [000c,000c,006c,0009]
 364000000 IC1ICR3X2SRCSS [08dc]
 365000000 IC1ICR3I2I3R34 [000c,0006,000f,0006,000f,000c]
 366000000 IC1ICR2R3IC1U1 [000c,0006,0009,0003,0003,0003]
 367000000 IC1ICR2ICR1R3R [0003,000c,000c,0006,0009,000c]
 368000000 IC1ICR1RISRCL1 [0003,000c,0006,0099,000c]
 369000000 IC1ICRS2I2ICLC [000c,0003,000f,006c,000c,0008,0001]
 370000000 IC1ICRSI1CUX3R [000c,000f,004c,0006]
 371000000 IC1ICRC4X2IXSL [000c,0004,0007]
 372000000 IC1ICRC2R1XSSS [00df]
 373000000 IC1ICRCR2ISI5 [000c,0004,0004,00fc,000f,0003]
 374000000 IC1ICRCI4RXSC3 [0003,0004,000c,0032,000c]
 375000000 IC1ICRI33L4L1R [0006,000f,000c,0009,000c]
 376000000 IC1ICRI1L24L [000c,000f,0003,000c,0009]
 377000000 IC1ICRIC2UC2C [0003,000c,000c,000c,0008,0001,0003]
 378000000 IC1ICU32UIIS1 [000c,000c,0003,00ff,0003]
 379000000 IC1ICU3I4R24I1 [000c,000f,0009,0003,000f,000c]
 380000000 IC1ICUSI3ICRCS [000c,00cc,000f,0003,000c,0006]
 381000000 IC1ICUI4X12IL [000c,000f,000c,000c,000f]
 382000000 IC1ICUI1SIC12L [0003,000c,000c,0003,000c,006f]
 383000000 IC1ICUICXRC31L [0003,000c,000c,0008,000c,0008]
 384000000 IC1ICL31UI34I [0003,0006,000f,000c,000c,000f]
 385000000 IC1ICL3L2IC33R [000c,0009,000c,0003,0009,0009]
 386000000 IC1ICL2SXIXXIS [00f3]
 387000000 IC1ICL2I4XXRC3 [0009,0008,0001,000c]
 388000000 IC1ICL1XU2USLC [000c,0004,0023]
 389000000 IC1ICL1IS12ISC [0003,00fc,0009,00cc,0003]
 390000000 IC1ICLSC2XXRIX [0003,0019]
 391000000 IC1ICLXI1X1I1R [0003,000f,000f,0009]
 392000000 IC1ICLC3I32L1X [0003,000c,0001,000f,0006]
 393000000 IC1ICLCXSRCL2S [0003,0008,0c88]
 394000000 IC1ICLCL22UIS4 [000c,0008,000c,00f2,0003]
 395000000 IC1ICLI41ISC4C [000c,0009,0003,00cc,0033,000c]
 396000000 IC1ICLI2LI3SXR [0003,000c,000f,000c]
 397000000 IC1ICLIXI43RC4 [000c,000f,0003,0008,0001,0009]
 398000000 IC1ICLIIC6L65R [000c,000f,000c,0003,0009,000c,0003]
 399000000 IC1ICI4S2I4SRC [0003,003f,000c,008c,0013]
 400000000 IC1ICI4USU33X1 [0003,000c,003f]
 401000000 IC1ICI33S3R3RS [000f,00cc,0066]
 402000000 IC1ICI3X12S2IX [000f,000f,0003]
 403000000 IC1ICI3LSRC3LI [0003,0003,00cc,0003,0006,000f]
 404000000 IC1ICI22R1RCRI [0003,000c,000f,0006,0008,0002,000f]
 405000000 IC1ICI2R1XU32S [000c,0006,0033]
 406000000 IC1ICI2I2XSCUC [0003,000c,0003,00cc,000c]
 407000000 IC1ICI1SRSSSIR [6fcf,000f]
 408000000 IC1ICI1L4SU1IR [000c,000c,00c6,000f,000f]
 409000000 IC1ICIS2R2SUC3 [00f3,0004,0032,0003]
 410000000 IC1ICISLS21SIL [000c,0f9f,000f]
 411000000 IC1ICIX2RS12 [0093,000c,0003]
 412000000 IC1ICIXIC25U4 [000c,000c,0003,0003,000c,000c]
 413000000 IC1ICIC4U4L4U3 [0003,000c,0003,0006,000c,0003]
 414000000 IC1ICIC2X3RI43 [0003,000c,0009,000f,000c,0003]
 415000000 IC1ICICXX22I3R [0003,000c,000c,000f,0006]
 416000000 IC1ICICU5IXRXS [000c,000c,0003,00cc]
 417000000 IC1ICICLCUSIC1 [0003,000c,000c,0003,000c,000c,0003,000c]
 418000000 IC1ICII43R2C32 [0003,000c,000f,0006,0003,000c,000c]
 419000000 IC1ICIIX2SRSS [0003,09ff]
 420000000 IC1II33US2SXIU [000f,000f]
 421000000 IC1II32ISS12U2 [000f,0003,0ff3]
